,Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales
13772,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,0,0.04
13774,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,0.04,0.04
13785,Hanaoni: Yume no Tsudzuki,PSP,2012,Action,0,0.04
13787,Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,0.04,0.04
13807,Sengoku Musou 3 Z Special,PSP,2012,Action,0,0.04
13809,Ben 10 Galactic Racing,PSV,2012,Racing,0.02,0.04
13813,Winning Post 7 2012,PSP,2012,Sports,0,0.04
13831,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,0,0.04
13873,Time Travelers,3DS,2012,Adventure,0,0.04
13896,Resident Evil: Operation Raccoon City,PC,2012,Action,0,0.04
13923,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,0,0.04
13956,Tokumei Sentai Go-Busters,DS,2012,Action,0,0.04
13974,Hunter x Hunter: Wonder Adventure,PSP,2012,Action,0,0.04
13977,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,0,0.04
14031,Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,0,0.04
14041,Legasista,PS3,2012,Role-Playing,0,0.04
14079,Ailu de Puzzle,PSP,2012,Action,0,0.04
14134,Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,0,0.04
14137,Detective Conan: Prelude from the Past,PSP,2012,Action,0,0.04
14163,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,0,0.03
14176,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,0,0.03
14190,Deer Drive: Legends,3DS,2012,Action,0.03,0.03
14196,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,0,0.03
14205,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,0,0.03
14262,K-On! After School Live!! HD Ver.,PS3,2012,Action,0,0.03
14319,Trine 2,WiiU,2012,Platform,0,0.03
14332,.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,0,0.03
14354,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,0,0.03
14373,Silverlicious,DS,2012,Action,0.03,0.03
14380,The Binding of Isaac,PC,2012,Action,0,0.03
14385,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,0,0.03
14397,Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,0,0.03
14434,The Walking Dead: Season One,PC,2012,Adventure,0,0.03
14439,Top Gun: Hard Lock,PS3,2012,Action,0,0.03
14475,Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,0.03,0.03
14516,Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,0,0.03
14519,Rabbids Land,WiiU,2012,Misc,0.01,0.03
14532,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,0,0.03
14582,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,0,0.03
14632,Doom 3 BFG Edition,PC,2012,Shooter,0,0.03
14647,Oumagatoki: Kaidan Romance,PSP,2012,Action,0,0.03
14658,NBA 2K13,PC,2012,Sports,0,0.03
14682,Detective Opera: Milky Holmes 2,PSP,2012,Adventure,0,0.03
14739,Onechanbara Z Kagura,X360,2012,Action,0,0.03
14750,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,0,0.03
14754,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,0,0.03
14786,Botanicula,PC,2012,Adventure,0,0.03
14826,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,0,0.03
14827,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,0,0.03
14850,Brothers Conflict: Passion Pink,PSP,2012,Action,0,0.03
14885,Touch Shot! Love Application,PS3,2012,Adventure,0,0.03
14927,Tokushu Houdoubu,PSV,2012,Adventure,0,0.03
14938,Little Busters! Converted Edition,PSV,2012,Action,0,0.03
14958,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,0,0.03
14959,Heroes of Hellas 2: Olympia,DS,2012,Puzzle,0,0.03
14972,Secrets of the Titanic,DS,2012,Action,0,0.03
14973,Captain Morgane and the Golden Turtle,PC,2012,Adventure,0,0.03
14991,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,0,0.03
14997,Jewel Quest 5: The Sleepless Star,DS,2012,Action,0,0.02
15021,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,0,0.02
15039,Captain Morgane and the Golden Turtle,DS,2012,Adventure,0,0.02
15041,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,0,0.02
15077,Capcom Digital Collection,X360,2012,Action,0.02,0.02
15136,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,0,0.02
15169,QUIZ PARTY,Wii,2012,Misc,0,0.02
15183,Tropico 4: Modern Times,PC,2012,Strategy,0,0.02
15223,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,0,0.02
15228,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,0,0.02
15238,Street Fighter X Tekken,PC,2012,Fighting,0,0.02
15243,Jewel Match 2,DS,2012,Puzzle,0,0.02
15274,F1 Race Stars,PC,2012,Racing,0,0.02
15292,X3: Terran War Pack,PC,2012,Misc,0,0.02
15297,Azada,3DS,2012,Puzzle,0,0.02
15302,Genroh,PSP,2012,Action,0,0.02
15306,Kannou Mukashi Banashi Portable,PSP,2012,Adventure,0,0.02
15311,UnchainBlades EXXiV,3DS,2012,Role-Playing,0,0.02
15317,Dies Irae: Amantes Amentes,PSP,2012,Action,0,0.02
15318,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,0,0.02
15352,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,0,0.02
15382,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,0,0.02
15393,Robotics;Notes,X360,2012,Adventure,0,0.02
15427,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,0,0.02
15428,Gal Gun,PS3,2012,Shooter,0,0.02
15432,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,0,0.02
15434,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,0,0.02
15462,UnchainBlades EXXiV,PSP,2012,Role-Playing,0,0.02
15482,Samurai & Dragons,PSV,2012,Action,0,0.02
15487,Oil Rush,PC,2012,Strategy,0,0.02
15493,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,0,0.02
15498,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,0,0.02
15530,Kokoro Connect: Yochi Random,PSP,2012,Action,0,0.02
15546,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,0,0.02
15552,Mount & Blade Collection,PC,2012,Role-Playing,0,0.02
15553,Ridge Racer Unbounded,PC,2012,Racing,0,0.02
15574,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,0,0.02
15598,Mushihimesama,X360,2012,Action,0,0.02
15603,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,0,0.02
15616,The Testament of Sherlock Holmes,X360,2012,Adventure,0,0.02
15628,Marvel Avengers: Battle for Earth,X360,2012,Action,0.02,0.02
15645,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,0,0.02
15660,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,0,0.02
15671,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,0,0.02
15713,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,0,0.02
15735,Kimikare: New Semester,PSP,2012,Action,0,0.02
15747,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,0,0.02
15768,The Cube,Wii,2012,Action,0,0.02
15834,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,0,0.02
15852,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,0,0.02
15905,Custom Drive,PSP,2012,Action,0,0.02
15918,Ore wa Shoujo Mangaka,PSP,2012,Action,0,0.02
15988,Romance of the Three Kingdoms XII,WiiU,2012,Strategy,0,0.02
16007,Brave: The Video Game,DS,2012,Action,0,0.02
16027,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,0,0.02
16033,Storm Lover Kai!!,PSP,2012,Action,0,0.02
16068,Dream C Club,PS3,2012,Simulation,0,0.02
16075,Vitamin X: Detective B6,PSP,2012,Adventure,0,0.02
16093,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,0,0.01
16107,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,0,0.01
16120,Brave: The Video Game,Wii,2012,Action,0,0.01
16144,Abunai: Koi no Sousa Shitsu,PSP,2012,Action,0,0.01
16177,50 Classic Games,3DS,2012,Misc,0,0.01
16182,Pro Angler Moves,PS3,2012,Sports,0.01,0.01
16201,Miyako: Awayuki no Utage,PSP,2012,Action,0,0.01
16214,GoGo's Crazy Bones,DS,2012,Action,0,0.01
16234,Madden NFL 13,PS3,2012,Sports,0,0.01
16269,Ouka Sengoku Portable,PSP,2012,Adventure,0,0.01
16300,Hakuoki: Reimeiroku DS,DS,2012,Action,0,0.01
16302,Turbo Trainz,Wii,2012,Racing,0,0.01
16309,Mystery Legends: Beauty and the Beast,PC,2012,Puzzle,0,0.01
16311,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,0,0.01
16363,Captain Morgane and the Golden Turtle,Wii,2012,Adventure,0,0.01
16376,Curse of the Amsterdam Diamond,DS,2012,Puzzle,0,0.01
16378,Dokuro,PSV,2012,Action,0,0.01
16393,Root Double: Before Crime After Days,X360,2012,Action,0,0.01
16405,Tsuyo Kiss 3 Portable,PSP,2012,Action,0,0.01
16419,Gakuen Hetalia,DS,2012,Adventure,0,0.01
16452,The Train Giant,PC,2012,Strategy,0,0.01
16467,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,0,0.01
16500,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,0,0.01
16524,Akatsuki no Goei Trinity,PSP,2012,Adventure,0,0.01
16565,Transformers: Prime,Wii,2012,Action,0,0.01
16586,Muv-Luv Alternative,PS3,2012,Simulation,0,0.01
16589,Transformers: Fall of Cybertron,PC,2012,Action,0.01,0.01
16591,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,0,0.01
16601,Unending Bloody Call,PSP,2012,Action,0,0.01
16618,Dragon Ball Z for Kinect,X360,2012,Fighting,0.01,0.01
16620,Balloon Pop 2,3DS,2012,Puzzle,0.01,0.01
16626,DJ Max Technika Tune,PSV,2012,Misc,0,0.01
16633,Akatsuki no Goei Trinity,PS3,2012,Adventure,0,0.01
16651,Time Travelers,PSP,2012,Adventure,0,0.01
16664,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,0,0.01
16683,End of Nations,PC,2012,Strategy,0.01,0.01
30,Call of Duty: Modern Warfare 3,X360,2011,Shooter,9.04,14.73
38,Call of Duty: Modern Warfare 3,PS3,2011,Shooter,5.54,13.32
41,Mario Kart 7,3DS,2011,Racing,5.03,12.66
54,Super Mario 3D Land,3DS,2011,Platform,4.89,10.81
62,Just Dance 3,Wii,2011,Misc,5.95,10.12
76,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,5.05,8.79
102,Battlefield 3,X360,2011,Shooter,4.46,7.32
105,Battlefield 3,PS3,2011,Shooter,2.85,7.17
119,Uncharted 3: Drake's Deception,PS3,2011,Action,2.77,6.74
123,FIFA 12,PS3,2011,Sports,0.84,6.65
131,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,2.55,6.41
141,Gears of War 3,X360,2011,Shooter,4.05,6.21
165,Batman: Arkham City,PS3,2011,Action,2.71,5.48
225,Batman: Arkham City,X360,2011,Action,2.99,4.73
237,Forza Motorsport 4,X360,2011,Racing,2.08,4.57
260,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,2.09,4.33
270,Assassin's Creed: Revelations,PS3,2011,Action,1.41,4.22
278,Assassin's Creed: Revelations,X360,2011,Action,2.25,4.19
279,FIFA 12,X360,2011,Sports,0.84,4.18
307,The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,3.95
314,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.16,3.88
319,Nintendogs + cats,3DS,2011,Simulation,1.44,3.85
334,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.12,3.72
395,LittleBigPlanet 2,PS3,2011,Platform,1.83,3.39
434,L.A. Noire,PS3,2011,Adventure,1.27,3.17
481,Star Wars: The Old Republic,PC,2011,Role-Playing,1.58,2.96
514,Mortal Kombat,PS3,2011,Fighting,1.98,2.84
521,Zumba Fitness 2,Wii,2011,Sports,1.51,2.81
533,Monster Hunter Tri,3DS,2011,Role-Playing,0.46,2.79
538,Skylanders: Spyro's Adventure,Wii,2011,Action,1.35,2.78
539,Battlefield 3,PC,2011,Shooter,0.89,2.78
542,Killzone 3,PS3,2011,Shooter,1.45,2.77
546,Saints Row: The Third,X360,2011,Action,1.25,2.76
557,L.A. Noire,X360,2011,Adventure,1.52,2.7
559,Madden NFL 12,X360,2011,Sports,2.42,2.69
579,Final Fantasy XIII-2,PS3,2011,Role-Playing,0.78,2.63
584,NBA 2K12,X360,2011,Sports,2.31,2.62
630,Saints Row: The Third,PS3,2011,Action,0.86,2.47
654,Halo: Combat Evolved Anniversary,X360,2011,Shooter,1.44,2.4
665,Dead Island,X360,2011,Action,1.48,2.37
676,Kinect: Disneyland Adventures,X360,2011,Misc,1.73,2.35
682,Kinect Sports: Season Two,X360,2011,Sports,1.38,2.34
705,Dead Island,PS3,2011,Action,1.08,2.27
714,Madden NFL 12,PS3,2011,Sports,1.93,2.25
751,Pro Evolution Soccer 2012,PS3,2011,Action,0.34,2.19
781,NBA 2K12,PS3,2011,Sports,1.62,2.11
792,Mortal Kombat,X360,2011,Fighting,1.63,2.1
809,Portal 2,X360,2011,Shooter,1.41,2.08
838,Dance Central 2,X360,2011,Misc,1.45,2.04
846,Dark Souls,PS3,2011,Role-Playing,0.75,2.02
847,Just Dance 3,X360,2011,Misc,1.47,2.02
850,Need for Speed: The Run,PS3,2011,Action,0.58,2.01
959,inFAMOUS 2,PS3,2011,Action,1.05,1.82
981,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,0.32,1.79
990,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,1.01,1.76
1041,Call of Duty: Modern Warfare 3,PC,2011,Shooter,0.41,1.72
1053,Portal 2,PS3,2011,Shooter,0.83,1.7
1110,Kirby's Return to Dreamland,Wii,2011,Platform,0.58,1.65
1150,Rage,X360,2011,Shooter,0.82,1.6
1173,Sonic Generations,PS3,2011,Platform,0.6,1.58
1201,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,0.73,1.55
1211,Moshi Monsters: Moshling Zoo,DS,2011,Misc,0.37,1.54
1220,Uncharted: Golden Abyss,PSV,2011,Shooter,0.53,1.53
1221,Go Vacation,Wii,2011,Misc,0.42,1.53
1244,Dead Space 2,X360,2011,Shooter,0.94,1.51
1253,Football Manager 2012,PC,2011,Sports,0.02,1.51
1254,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,0.6,1.51
1283,Resistance 3,PS3,2011,Shooter,0.64,1.48
1289,LEGO Star Wars III: The Clone Wars,X360,2011,Action,0.84,1.48
1313,Homefront,X360,2011,Shooter,0.83,1.45
1323,Mass Effect 2,PS3,2011,Role-Playing,0.78,1.45
1324,LEGO Battles: Ninjago,DS,2011,Strategy,1.02,1.45
1345,Anno 2070,PC,2011,Strategy,0,1.43
1357,Dead Space 2,PS3,2011,Shooter,0.73,1.42
1406,Sonic Generations,X360,2011,Platform,0.71,1.38
1410,Deus Ex: Human Revolution,X360,2011,Shooter,0.76,1.37
1414,Deus Ex: Human Revolution,PS3,2011,Shooter,0.5,1.37
1421,Need for Speed: The Run,X360,2011,Action,0.63,1.36
1451,Crysis 2,X360,2011,Action,0.71,1.34
1453,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,0.81,1.34
1493,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,0.67,1.31
1497,Rage,PS3,2011,Shooter,0.47,1.31
1524,Crysis 2,PS3,2011,Action,0.46,1.29
1565,WWE '12,X360,2011,Fighting,0.74,1.27
1618,Cars 2,DS,2011,Racing,0.68,1.23
1636,Tales of Xillia,PS3,2011,Role-Playing,0.29,1.22
1657,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,0.55,1.21
1677,F1 2011,PS3,2011,Racing,0.12,1.2
1726,WWE '12,PS3,2011,Fighting,0.53,1.17
1741,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,0.52,1.16
1753,Your Shape: Fitness Evolved 2012,X360,2011,Sports,0.7,1.16
1785,Pokemon Rumble Blast,3DS,2011,Action,0.47,1.14
1798,Ratchet & Clank: All 4 One,PS3,2011,Platform,0.75,1.14
1808,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,0.61,1.13
1825,Rocksmith,PS3,2011,Misc,0.53,1.12
1828,Rocksmith,X360,2011,Misc,0.84,1.12
1836,Dragon Age II,X360,2011,Action,0.72,1.11
1840,Fight Night Champion,PS3,2011,Fighting,0.45,1.11
1855,Plants vs. Zombies,DS,2011,Strategy,0.9,1.1
1862,Omerta: City of Gangsters,PS3,2011,Simulation,0.52,1.1
1889,LEGO Star Wars III: The Clone Wars,DS,2011,Action,0.61,1.09
1924,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,0.79,1.07
1962,DiRT 3,PS3,2011,Racing,0.27,1.06
2002,Brink,X360,2011,Shooter,0.59,1.03
2006,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,0.54,1.03
2030,Disney Universe,Wii,2011,Action,0.64,1.02
2034,Bulletstorm,X360,2011,Shooter,0.61,1.02
2037,Sonic Generations,3DS,2011,Platform,0.44,1.02
2075,Rayman Origins,PS3,2011,Platform,0.33,1
2079,NCAA Football 12,X360,2011,Sports,0.94,0.99
2082,Kirby: Mass Attack,DS,2011,Platform,0.48,0.99
2092,Dark Souls,X360,2011,Role-Playing,0.64,0.99
2131,Skylanders: Spyro's Adventure,X360,2011,Action,0.53,0.97
2152,The Witcher 2: Assassins of Kings,PC,2011,Action,0.25,0.96
2157,PilotWings Resort,3DS,2011,Simulation,0.4,0.95
2174,Driver: San Francisco,PS3,2011,Racing,0.24,0.95
2183,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,0.36,0.95
2189,Star Fox 64 3D,3DS,2011,Shooter,0.48,0.94
2195,Skylanders: Spyro's Adventure,PS3,2011,Action,0.39,0.94
2234,Wipeout: In The Zone,X360,2011,Misc,0.87,0.93
2246,Monster High: Ghoul Spirit,DS,2011,Misc,0.69,0.92
2258,Wii Play: Motion,Wii,2011,Misc,0.23,0.92
2280,Dynasty Warriors 7,PS3,2011,Action,0.25,0.91
2300,Homefront,PS3,2011,Shooter,0.32,0.9
2313,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,0.34,0.9
2325,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,0.66,0.89
2330,Cars 2,Wii,2011,Racing,0.43,0.89
2343,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,0.52,0.89
2358,The Tomb Raider Trilogy,PS3,2011,Action,0.27,0.88
2364,Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,0.21,0.88
2392,Michael Jackson: The Experience,X360,2011,Misc,0.62,0.87
2482,Duke Nukem Forever,X360,2011,Shooter,0.52,0.83
2485,NCAA Football 12,PS3,2011,Sports,0.78,0.83
2499,Tales of the Abyss,3DS,2011,Role-Playing,0.43,0.83
2500,Dragon Age II,PS3,2011,Action,0.4,0.83
2501,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,0.55,0.82
2539,Final Fantasy Type-0,PSP,2011,Role-Playing,0,0.81
2610,Sniper: Ghost Warrior,PS3,2011,Shooter,0.27,0.79
2624,Fight Night Champion,X360,2011,Fighting,0.4,0.78
2638,Goldeneye 007: Reloaded,PS3,2011,Shooter,0.33,0.78
2640,Rayman Origins,X360,2011,Platform,0.38,0.78
2653,ABBA: You Can Dance,Wii,2011,Misc,0.18,0.77
2656,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,0.53,0.77
2678,FIFA 12,Wii,2011,Sports,0.15,0.76
2698,The Sims 3,3DS,2011,Simulation,0.3,0.76
2704,Portal 2,PC,2011,Shooter,0.33,0.76
2705,Duke Nukem Forever,PS3,2011,Shooter,0.33,0.76
2724,PokePark 2: Wonders Beyond,Wii,2011,Action,0.26,0.75
2759,Assassin's Creed: Revelations,PC,2011,Action,0.14,0.74
2771,Ace Combat: Assault Horizon,PS3,2011,Action,0.3,0.74
2776,Crysis 2,PC,2011,Action,0.16,0.74
2802,Final Fantasy XIII-2,X360,2011,Role-Playing,0.36,0.73
2807,Brink,PS3,2011,Shooter,0.29,0.73
2810,Just Dance Wii,Wii,2011,Misc,0,0.73
2853,F1 2011,X360,2011,Racing,0.11,0.72
2861,DiRT 3,X360,2011,Racing,0.23,0.72
2908,Catherine,PS3,2011,Adventure,0.3,0.7
2919,NHL 12,X360,2011,Sports,0.55,0.7
2930,Omerta: City of Gangsters,X360,2011,Simulation,0.42,0.7
2931,Driver: San Francisco,X360,2011,Racing,0.25,0.7
2963,The Sims: Medieval,PC,2011,Simulation,0.28,0.69
2965,Top Spin 4,PS3,2011,Sports,0.17,0.69
2998,RIFT,PC,2011,Role-Playing,0.44,0.67
3018,Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,0.2,0.67
3039,Country Dance,Wii,2011,Misc,0.58,0.66
3049,Lalaloopsy,DS,2011,Simulation,0.51,0.66
3109,The Last Story,Wii,2011,Role-Playing,0.3,0.65
3150,Rayman 3D,3DS,2011,Platform,0.23,0.64
3180,Dragon Age II,PC,2011,Action,0.23,0.63
3199,The Sims 3: Generations,PC,2011,Simulation,0.4,0.63
3236,Just Dance 3,PS3,2011,Misc,0.33,0.62
3237,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,0.29,0.62
3258,Warriors Orochi 3,PS3,2011,Action,0,0.62
3262,Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,0,0.62
3265,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,0.4,0.62
3280,Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,0.5,0.61
3282,The Black Eyed Peas Experience,Wii,2011,Misc,0.37,0.61
3289,Disney Universe,PS3,2011,Action,0.3,0.61
3308,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,0.27,0.61
3331,Yakuza: Dead Souls,PS3,2011,Shooter,0.09,0.6
3372,Total War: Shogun 2,PC,2011,Strategy,0.19,0.6
3405,Assassin's Creed: Brotherhood,PC,2011,Action,0.15,0.59
3427,Deus Ex: Human Revolution,PC,2011,Shooter,0.25,0.58
3444,MLB 11: The Show,PS3,2011,Sports,0.54,0.58
3453,Alice: Madness Returns,PS3,2011,Adventure,0.22,0.58
3459,NHL 12,PS3,2011,Sports,0.36,0.58
3489,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,0.35,0.57
3504,Skylanders: Spyro's Adventure,3DS,2011,Action,0.32,0.57
3529,Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,0.27,0.57
3535,Pro Evolution Soccer 2012,PSP,2011,Action,0.1,0.57
3539,Disney Universe,X360,2011,Action,0.37,0.57
3567,"Warhammer 40,000: Space Marine",X360,2011,Shooter,0.25,0.56
3613,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,0.13,0.56
3621,God of War: Origins Collection,PS3,2011,Action,0.39,0.55
3642,Hot Shots Golf: World Invitational,PSV,2011,Sports,0.15,0.55
3650,Rayman Origins,Wii,2011,Platform,0.21,0.55
3654,MX vs. ATV: Alive,X360,2011,Racing,0.37,0.55
3709,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,0,0.54
3726,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,0.39,0.54
3728,Two Worlds II,X360,2011,Role-Playing,0.4,0.54
3731,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,0.31,0.54
3746,Inazuma Eleven GO,3DS,2011,Role-Playing,0,0.53
3752,Monster High: Ghoul Spirit,Wii,2011,Misc,0.42,0.53
3804,Batman: Arkham City,PC,2011,Action,0.16,0.53
3813,Bulletstorm,PS3,2011,Shooter,0.23,0.53
3819,Michael Jackson: The Experience,PS3,2011,Misc,0.25,0.52
3836,Sesame Street: Once Upon A Monster,X360,2011,Misc,0.39,0.52
3844,FIFA 12,PSP,2011,Sports,0.12,0.52
3872,Cars 2,PS3,2011,Racing,0.22,0.52
3895,DC Universe Online,PS3,2011,Role-Playing,0.35,0.51
3947,Monster Hunter Freedom 2,PS3,2011,Role-Playing,0,0.5
3962,Pro Evolution Soccer 2012,X360,2011,Action,0.1,0.5
3970,Goldeneye 007: Reloaded,X360,2011,Shooter,0.25,0.5
4006,Alice: Madness Returns,X360,2011,Adventure,0.27,0.5
4009,Ridge Racer 3D,3DS,2011,Racing,0.19,0.49
4014,Super Monkey Ball 3D,3DS,2011,Action,0.26,0.49
4023,Bleach: Soul Resurreccion,PS3,2011,Fighting,0.27,0.49
4036,Ace Combat: Assault Horizon,X360,2011,Action,0.3,0.49
4040,Resident Evil: The Mercenaries 3D,3DS,2011,Action,0.16,0.49
4057,Asphalt 3D,3DS,2011,Racing,0.27,0.49
4069,Steel Diver,3DS,2011,Action,0.31,0.49
4090,Cars 2,X360,2011,Racing,0.28,0.48
4092,MotorStorm: Apocalypse,PS3,2011,Racing,0.21,0.48
4121,Fortune Street,Wii,2011,Misc,0.25,0.48
4152,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,0,0.47
4192,FIFA 12,PC,2011,Sports,0.04,0.47
4198,Rise of Nightmares,X360,2011,Action,0.28,0.47
4214,Two Worlds II,PS3,2011,Role-Playing,0.26,0.46
4238,MX vs. ATV: Alive,PS3,2011,Racing,0.24,0.46
4260,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,0,0.46
4294,Country Dance 2,Wii,2011,Misc,0.43,0.45
4298,Nickelodeon Team Umizoomi,DS,2011,Action,0.42,0.45
4315,Major League Baseball 2K11,X360,2011,Sports,0.4,0.45
4325,Red Faction: Armageddon,PS3,2011,Shooter,0.2,0.45
4352,F.E.A.R. 3,PS3,2011,Shooter,0.21,0.45
4362,Dead or Alive: Dimensions,3DS,2011,Fighting,0.13,0.45
4372,F.E.A.R. 3,X360,2011,Shooter,0.3,0.45
4376,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,0.13,0.44
4389,Virtua Tennis 4,PS3,2011,Sports,0.09,0.44
4421,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,0.32,0.44
4434,Madden NFL 12,Wii,2011,Sports,0.41,0.44
4455,Child of Eden,X360,2011,Shooter,0.28,0.44
4470,Need for Speed: Shift 2 Unleashed,X360,2011,Racing,0.18,0.43
4481,Tetris Axis,3DS,2011,Puzzle,0.2,0.43
4490,DanceStar Party,PS3,2011,Misc,0,0.43
4547,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,0,0.42
4564,"Barbie: Jet, Set & Style!",DS,2011,Misc,0.34,0.42
